"ID","title","description","streetaddress","city","state","amenityfeatures","type","unclearaddress","notes","dateadded","lastmodified","Year","full.address","lon","lat","geoAddress"
3,"Mammy's Pancake House","","2151 Hihgland Ave S","Birmingham","AL","""(C) - Coffee, soft drinks and sometimes snacks""","Restaurant","",NA,"8/19/2019 12:22am","8/19/2019 12:26am","1968","2151 Hihgland Ave S, Birmingham, AL",-86.7917065,33.4998391,"2151 highland ave, birmingham, al 35205, usa"
4,"Rathskeller","","400 N 20th St","Birmingham","AL","","Bars/Clubs","",NA,"8/19/2019 12:22am","8/19/2019 12:26am","1968","400 N 20th St, Birmingham, AL",-86.8079815,33.5172156,"400 20th st n, birmingham, al 35203, usa"
5,"Red Room","Redmont Hotel","2101 5th Ave N","Birmingham","AL","","Bars/Clubs,Hotels","",NA,"8/19/2019 12:22am","8/28/2019 2:44pm","1968","2101 5th Ave N, Birmingham, AL",-86.8063813,33.5187153,"2101 5th ave n, birmingham, al 35203, usa"
6,"Club Royal","","78 S Royal","Mobile","AL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:22am","8/19/2019 12:27am","1968","78 S Royal, Mobile, AL",-88.0407075,30.6904988,"78 s royal st, mobile, al 36602, usa"
7,"Flamingo Room","Mobile Steak House","170 S St Francis St","Mobile","AL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:22am","8/19/2019 12:27am","1968","170 S St Francis St, Mobile, AL",-88.0431478,30.6929733,"170 st francis st, mobile, al 36602, usa"
8,"Key Hole","","80 Commerce st","Montgomery","AL","","Bars/Clubs","",NA,"8/19/2019 12:22am","8/19/2019 12:27am","1968","80 Commerce st, Montgomery, AL",-86.3103184,32.3789826,"80 commerce st, montgomery, al 36104, usa"
9,"Jefferson Davis Hotel Bar","","Catoma St & Montgomery","Montgomery","AL","(M) - Mixed Crowds","Bars/Clubs,Hotels","",NA,"8/19/2019 12:22am","8/28/2019 2:44pm","1968","Catoma St & Montgomery, Montgomery, AL",-81.7222225,30.2448527,"catoma st, jacksonville, fl, usa"
10,"Mollie's","","360 Central Ave","Hot Springs","AR","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(M) - Mixed Crowds","Restaurant","",NA,"8/19/2019 12:22am","8/19/2019 1:00am","1968","360 Central Ave, Hot Springs, AR",-93.0540795,34.5140779,"360 central ave, hot springs national park, ar 71901, usa"
11,"Peacock Lounge","","220 Central Ave","Hot Springs","AR","","Bars/Clubs","",NA,"8/19/2019 12:22am","8/19/2019 1:00am","1968","220 Central Ave, Hot Springs, AR",-93.0543725,34.5170929,"220 central ave, hot springs, ar 71901, usa"
13,"Nightingale","","24 S Garden Ave","Clearwater","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:10am","1968","24 S Garden Ave, Clearwater, FL",-82.798872,27.9650254,"24 s garden ave, clearwater, fl 33756, usa"
16,"Hollywood Bar","","415 Main St","Daytona Beach","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:10am","1968","415 Main St, Daytona Beach, FL",-81.0116692,29.2257147,"415 main st, daytona beach, fl 32118, usa"
18,"Yum Yum Tree","Hwy 1 in Holly Hill","703 Ridgewood","Daytona Beach","FL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:10am","1968","703 Ridgewood, Daytona Beach, FL",-81.0369759,29.2382418,"703 ridgewood ave, holly hill, fl 32117, usa"
19,"Elbo Room","(Collegiate) Ft. Lauderdale Beach","241 S Atalntic","Ft. Lauderdale","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:10am","1968","241 S Atalntic, Ft. Lauderdale, FL",-80.1047966,26.1194696,"241 s atlantic blvd, fort lauderdale, fl 33316, usa"
20,"George's Ocean House","Ft. Lauderdale Beach","1609 N Atlantic","Ft. Lauderdale","FL","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,"8/19/2019 12:23am","8/19/2019 1:06am","1968","1609 N Atlantic, Ft. Lauderdale, FL",-80.1003808,26.1570636,"1609 n atlantic blvd, fort lauderdale, fl 33305, usa"
21,"The Saloon","","219 SW 1st Ave","Ft. Lauderdale","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:11am","1968","219 SW 1st Ave, Ft. Lauderdale, FL",-80.1446604,26.1203133,"219 sw 1st ave, fort lauderdale, fl 33301, usa"
22,"Zanzibar","","214 SW 1st ave","Ft. Lauderdale","FL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:11am","1968","214 SW 1st ave, Ft. Lauderdale, FL",-80.1443633,26.12011,"214 sw 1st ave, fort lauderdale, fl 33301, usa"
24,"Calypso Lounge","","150 San Carlos","Ft. Myers","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:11am","1968","150 San Carlos, Ft. Myers, FL",-81.954828,26.4544468,"150 san carlos blvd, fort myers beach, fl 33931, usa"
25,"Pub","(Collegiate)","921 W University Ave","Gainesville","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:11am","1968","921 W University Ave, Gainesville, FL",-82.3344725,29.6519387,"921 w university ave, gainesville, fl 32601, usa"
27,"Top's Original Annex","","2027 Pembroke Rd","Hollywood","FL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:11am","1968","2027 Pembroke Rd, Hollywood, FL",-80.1476062,25.996854,"2027 pembroke rd, hollywood, fl 33020, usa"
28,"Bo's Reef","","3225 Frost","Jacksonville","FL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:11am","1968","3225 Frost, Jacksonville, FL",-81.7843749,30.3062301,"3225 frost st e, jacksonville, fl 32221, usa"
30,"Howard's","","238 W Adams","Jacksonville","FL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:11am","1968","238 W Adams, Jacksonville, FL",-81.6612695,30.3283807,"238 w adams st, jacksonville, fl 32202, usa"
31,"Waldorf Lounge","","14 E Forsythe","Jacksonville","FL","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:11am","1968","14 E Forsythe, Jacksonville, FL",-81.657523,30.3269532,"14 e forsyth st, jacksonville, fl 32202, usa"
32,"Butch's","(Open Sunday)","412 Boardwalk","Jacksonville Beach","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:11am","1968","412 Boardwalk, Jacksonville Beach, FL",-81.3990801,30.365626,"boardwalk, jacksonville, fl 32233, usa"
33,"El-Bo Room","","3rd Ave & 3rd St","Jacksonville Beach","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:11am","1968","3rd Ave & 3rd St, Jacksonville Beach, FL",-73.9050863,40.8327501,"3rd ave, the bronx, ny, usa"
34,"Cecil's","","613 Duval","Key West","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/19/2019 1:11am","1968","613 Duval, Key West, FL",-81.8015973,24.5546473,"613 duval st, key west, fl 33040, usa"
35,"Cactus Lounge","","2041 NE Biscayne","Miami","FL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:03am","1968","2041 NE Biscayne, Miami, FL",-80.1888382,25.7960641,"2041 biscayne blvd, miami, fl 33137, usa"
36,"Candleight","(Coconut Grove)","3131 Commodore Plaza","Miami","FL","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. ""","Restaurant","",NA,"8/19/2019 12:23am","8/19/2019 1:08pm","1968","3131 Commodore Plaza, Miami, FL",-80.2441116,25.7273309,"3131 commodore plaza, miami, fl 33133, usa"
37,"Carnival","","137 NE 3rd St","Miami","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:04am","1968","137 NE 3rd St, Miami, FL",-80.1914253,25.7771056,"137 ne 3rd st, miami, fl 33132, usa"
39,"Deluxe","","2800 NW 27th St","Miami","FL","(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:04am","1968","2800 NW 27th St, Miami, FL",-80.2417359,25.8004375,"2800 nw 27th st, miami, fl 33142, usa"
40,"El Carol","","930 Le Joune Rd Coral Gables","Miami","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:04am","1968","930 Le Joune Rd Coral Gables, Miami, FL",-80.2635159,25.7631142,"930 s le jeune rd, miami, fl 33134, usa"
41,"Fox Hole","","2000 NE 2nd Ave","Miami","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:04am","1968","2000 NE 2nd Ave, Miami, FL",-80.1909933,25.7953954,"2000 ne 2nd ave, miami, fl 33137, usa"
42,"Google's","","5832 NW 27th St","Miami","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:04am","1968","5832 NW 27th St, Miami, FL",-80.2491814,25.8004031,"5832 nw 27th st, miami, fl 33142, usa"
43,"Hamlet","(Collegiate)","3416 Main Hwy Coconut Grove","Miami","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:04am","1968","3416 Main Hwy Coconut Grove, Miami, FL",-80.2427755,25.7278553,"3416 main hwy, miami, fl 33133, usa"
44,"Le Moon Villas","","2661 Bayshore Dr Coconut Grove","Miami","FL","""(H) - Hotel, motel, or other overnight accomodations""","Hotels","",NA,"8/19/2019 12:23am","8/19/2019 1:32pm","1968","2661 Bayshore Dr Coconut Grove, Miami, FL",-80.2366855,25.7309934,"2661 s bayshore dr, miami, fl 33133, usa"
45,"Leprechaun","","7305 Bird Rd West Miami","Miami","FL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:04am","1968","7305 Bird Rd West Miami, Miami, FL",-80.313097,25.7333657,"7305 bird rd, miami, fl 33155, usa"
46,"Little Spot","(above Big Spot--use side street private entrance)","3604 SW 8th St","Miami","FL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:04am","1968","3604 SW 8th St, Miami, FL",-80.253357,25.76432,"3604 sw 8th st, miami, fl 33135, usa"
47,"Mermaid Room","(Behind Vic's-use side street private entrance)","101 NE 2nd Ave","Miami","FL","(*) - Very popular,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:04am","1968","101 NE 2nd Ave, Miami, FL",-80.190147,25.7753737,"101 ne 2nd ave, miami, fl 33132, usa"
48,"Nook Beer Bar","","255 Minorca Coral Gables","Miami","FL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:04am","1968","255 Minorca Coral Gables, Miami, FL",-80.2599446,25.7538143,"255 minorca ave, coral gables, fl 33134, usa"
49,"Pagoda Room","(Back room at the Big Spot)","3604 SW 8th St","Miami","FL","""(G) - Girls, but rarely exclusively""","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:04am","1968","3604 SW 8th St, Miami, FL",-80.253357,25.76432,"3604 sw 8th st, miami, fl 33135, usa"
50,"Studio","","3071 SW 32nd Ave","Miami","FL","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. ""","Restaurant","",NA,"8/19/2019 12:23am","8/22/2019 3:05am","1968","3071 SW 32nd Ave, Miami, FL",-80.2454977,25.7342129,"3071 sw 32nd ave, miami, fl 33133, usa"
51,"Top of the Roman","(upstairs)","NE 2nd Ave & 2nd St","Miami","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:52am","1968","NE 2nd Ave & 2nd St, Miami, FL",-80.1938809,25.8738459,"ne 2nd ave, florida, usa"
52,"Alley","(behind the South Wind--enter via parking lot in rear)","1685 Alton Rd","Miami Beach","FL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:53am","1968","1685 Alton Rd, Miami Beach, FL",-80.1408687,25.7917779,"1685 alton rd, miami beach, fl 33139, usa"
53,"Barbary Coast","","401 Ocean Dr","Miami Beach","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:53am","1968","401 Ocean Dr, Miami Beach, FL",-80.1316234,25.773406,"401 ocean dr, miami beach, fl 33139, usa"
54,"Basin St","","1610 Alton Rd","Miami Beach","FL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:53am","1968","1610 Alton Rd, Miami Beach, FL",-80.1414979,25.7894049,"1610 alton rd, miami beach, fl 33139, usa"
55,"Casbar","","1390 Ocean Dr","Miami Beach","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:53am","1968","1390 Ocean Dr, Miami Beach, FL",-80.1299915,25.7850292,"1390 ocean dr, miami beach, fl 33139, usa"
56,"Cook's Bath House","","475 Ocean Dr","Miami Beach","FL","","Baths","",NA,"8/19/2019 12:23am","8/22/2019 3:53am","1968","475 Ocean Dr, Miami Beach, FL",-80.131417,25.7744224,"475 ocean dr, miami beach, fl 33139, usa"
57,"Frenchie's","","1614 Alton Rd","Miami Beach","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:53am","1968","1614 Alton Rd, Miami Beach, FL",-80.1415083,25.7895056,"1614 alton rd, miami beach, fl 33139, usa"
58,"Mayflower Lounge","(go thru bar to Billy Lee's Back Room)","1716 Alton Rd","Miami Beach","FL","(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:53am","1968","1716 Alton Rd, Miami Beach, FL",-80.1415936,25.7924975,"1716 alton rd, miami beach, fl 33139, usa"
59,"Pin Up","","2228 Park Av","Miami Beach","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:53am","1968","2228 Park Av, Miami Beach, FL",-80.1303187,25.7988876,"2228 park ave, miami beach, fl 33139, usa"
60,"Cactus Room","","60 N Orange","Orlando","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:57am","1968","60 N Orange, Orlando, FL",-81.3792433,28.5431093,"60 n orange ave, orlando, fl 32801, usa"
61,"Lido","","420 Ocean Ave","Palm Beach","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:57am","1968","420 Ocean Ave, Palm Beach, FL",-80.0333135,26.7007746,"420 s ocean blvd, palm beach, fl 33480, usa"
62,"San Carlos Hotel Bar","","1 Pelfox","Pensacola","FL","(M) - Mixed Crowds","Bars/Clubs,Hotels","",NA,"8/19/2019 12:23am","8/28/2019 2:44pm","1968","1 Pelfox, Pensacola, FL",-87.2155037,30.4125785,"1 s palafox st, pensacola, fl 32502, usa"
63,"Trader Jon's","","511 S Pelfox","Pensacola","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:57am","1968","511 S Pelfox, Pensacola, FL",-87.214373,30.407141,"511 s palafox st, pensacola, fl 32501, usa"
64,"Davey Jones' Locker","(Impersonator & tourists. Winter only) St. Petersburg Beach","7212 Gulf Blvd","St. Petersburg","FL","(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:57am","1968","7212 Gulf Blvd, St. Petersburg, FL",-82.7508112,27.7404458,"7212 gulf blvd, st pete beach, fl 33706, usa"
65,"Patio","","1637 4th St S","St. Petersburg","FL","""(G) - Girls, but rarely exclusively""","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:57am","1968","1637 4th St S, St. Petersburg, FL",-82.6384859,27.7542258,"1637 4th st s, st. petersburg, fl 33701, usa"
66,"Sherwood","","7 1st St N","St. Petersburg","FL","(PE) - Pretty elegant - jacket & tie may be required,(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:57am","1968","7 1st St N, St. Petersburg, FL",-82.6340166,27.7712768,"7 1st st n, st. petersburg, fl 33701, usa"
67,"Trade Winds","","233 Central Ave","St. Petersburg","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:57am","1968","233 Central Ave, St. Petersburg, FL",-82.6362919,27.7714241,"233 central ave, st. petersburg, fl 33701, usa"
68,"Elbo Room","","5 Blvd of Presidents","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:57am","1968","5 Blvd of Presidents, Sarasota, FL",-82.570512,27.308376,"boulevard of presidents, sarasota, fl 34236, usa"
69,"Hurricane","","Main & Palm","Sarasota","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:57am","1968","Main & Palm, Sarasota, FL",-95.7060356,37.2230876,"109 e main st, independence, ks 67301, usa"
70,"Northside Tavern","","2805 N Tamiami","Sarasota","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:57am","1968","2805 N Tamiami, Sarasota, FL",-82.5496894,27.3608869,"2805 n tamiami trail, sarasota, fl 34234, usa"
71,"Cypress Lounge","Floridian Hotel","204 N Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs,Hotels","",NA,"8/19/2019 12:23am","8/28/2019 2:44pm","1968","204 N Monroe, Tallahassee, FL",-84.2810315,30.4437529,"204 n monroe st, tallahassee, fl 32301, usa"
72,"Le Roc Bar","","415 N Monroe","Tallahassee","FL","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 3:59am","1968","415 N Monroe, Tallahassee, FL",-84.2804244,30.4460538,"415 n monroe st, tallahassee, fl 32301, usa"
74,"Carousel","","1806 W Platt St","Tampa","FL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:02am","1968","1806 W Platt St, Tampa, FL",-82.4781736,27.9416592,"1806 w platt st, tampa, fl 33606, usa"
75,"Jimmy White's","","1725 W Kennedy","Tampa","FL","""(G) - Girls, but rarely exclusively""","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:02am","1968","1725 W Kennedy, Tampa, FL",-82.4782191,27.9449614,"1725 w kennedy blvd, tampa, fl 33606, usa"
76,"Ohio","","Tampa & Polk","Tampa","FL","(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:02am","1968","Tampa & Polk, Tampa, FL",-82.4571776,27.950575,"tampa, fl, usa"
77,"Kikiki","","723 Morgan","Tampa","FL","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:02am","1968","723 Morgan, Tampa, FL",-82.4564615,27.9509523,"723 n morgan st, tampa, fl 33602, usa"
78,"Turf","","221 Datura","West Palm Beach","FL","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:02am","1968","221 Datura, West Palm Beach, FL",-80.0515899,26.7123897,"221 datura st, west palm beach, fl 33401, usa"
79,"Blue Room","","86 Cain NW","Atlanta","GA","(RT) - 'Raunchy types' - downtown type places - often hustlers,(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:02am","1968","86 Cain NW, Atlanta, GA",-84.3731849,33.7595395,"cain st ne, atlanta, ga 30312, usa"
80,"Cameo Lounge","","182 Spring NW","Atlanta","GA","(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:02am","1968","182 Spring NW, Atlanta, GA",-84.3913504,33.764496,"182 spring st nw, atlanta, ga 30313, usa"
81,"Dupree Lounge","","715 Ponce de Leon","Atlanta","GA","""(G) - Girls, but rarely exclusively"",(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:02am","1968","715 Ponce de Leon, Atlanta, GA",-84.3633561,33.7737053,"715 ponce de leon ave ne, atlanta, ga 30306, usa"
82,"Joy Lounge","","557 Ponce de Leon","Atlanta","GA","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:02am","1968","557 Ponce de Leon, Atlanta, GA",-84.3217241,33.7693954,"557 ponce de leon manor ne, atlanta, ga 30307, usa"
83,"Mrs P's","Ponce De Leon Hotel","551 Ponce de Leon","Atlanta","GA","(*) - Very popular","Bars/Clubs,Hotels","",NA,"8/19/2019 12:23am","8/28/2019 2:44pm","1968","551 Ponce de Leon, Atlanta, GA",-84.3688679,33.7732272,"551 ponce de leon ave ne, atlanta, ga 30308, usa"
84,"Petite Lounge","Dinkler Plaza Hotel","Forsythe & Luckie","Atlanta","GA","(M) - Mixed Crowds,(PE) - Pretty elegant - jacket & tie may be required","Bars/Clubs,Hotels","",NA,"8/19/2019 12:23am","8/28/2019 2:44pm","1968","Forsythe & Luckie, Atlanta, GA",-83.767217,42.2964221,"1655 newport rd, ann arbor, mi 48103, usa"
85,"Piccolo","","1129 Peachtree","Atlanta","GA","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:02am","1968","1129 Peachtree, Atlanta, GA",-84.3829954,33.7853636,"1129 peachtree st ne, atlanta, ga 30309, usa"
86,"Purple Poodle","Georgian Terrace Hotel","659 Peachtree NE","Atlanta","GA","(PE) - Pretty elegant - jacket & tie may be required","Bars/Clubs,Hotels","",NA,"8/19/2019 12:23am","8/28/2019 2:44pm","1968","659 Peachtree NE, Atlanta, GA",-84.3843072,33.7727116,"659 peachtree st ne, atlanta, ga 30308, usa"
87,"Red Dog Saloon","","3106 Peacetree","Atlanta","GA","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:02am","1968","3106 Peacetree, Atlanta, GA",-84.3654386,33.8397565,"3106 peachtree dr ne, atlanta, ga 30305, usa"
88,"Whisk'a Go Go","(Upstairs bar)","225 Peachtree","Atlanta","GA","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:02am","1968","225 Peachtree, Atlanta, GA",-84.3870294,33.7601673,"225 peachtree st, atlanta, ga 30303, usa"
89,"Rebel Room","","1001 Green St","Augusta","GA","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:16am","1968","1001 Green St, Augusta, GA",-81.9706552,33.4752042,"1001 greene st, augusta, ga 30901, usa"
90,"Checkmate","","1301 1st Ave","Columbus","GA","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:16am","1968","1301 1st Ave, Columbus, GA",-84.9922587,32.4708175,"1301 1st ave, columbus, ga 31901, usa"
91,"Ann's Tic Toc","","408 Broadway","Macon","GA","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:16am","1968","408 Broadway, Macon, GA",-83.6242488,32.8359384,"408 broadway, macon, ga 31201, usa"
92,"Colonial Gardens","","115 Abercorn","Savannah","GA","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:16am","1968","115 Abercorn, Savannah, GA",-81.0899202,32.0778447,"115 abercorn st, savannah, ga 31401, usa"
93,"Dungeon","","238 Whitacker","Savannah","GA","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:16am","1968","238 Whitacker, Savannah, GA",-81.0944159,32.0756511,"238 whitaker st, savannah, ga 31401, usa"
94,"Port Royal","","207 E River St","Savannah","GA","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:16am","1968","207 E River St, Savannah, GA",-81.088285,32.080765,"207 e river st, savannah, ga 31401, usa"
95,"Jochebo's","(Weekends-downstairs)","3 L Hwy","Covington","KY","(D) - Dancing,(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:16am","1968","3 L Hwy, Covington, KY",-84.5342106,39.0317298,"493 orphanage rd, covington, ky 41017, usa"
96,"Gilded Cage","","24 E Main St","Lexington","KY","(M) - Mixed Crowds","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:16am","1968","24 E Main St, Lexington, KY",-84.4970827,38.0458352,"24 e main st, lexington, ky 40507, usa"
97,"Dinty Moore's","","427 Broadway","Louisville","KY","(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:16am","1968","427 Broadway, Louisville, KY",-85.7592957,38.2470104,"427 w broadway, louisville, ky 40202, usa"
98,"Downtowner","(back room best)","320 W Chestnut","Louisville","KY","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:16am","1968","320 W Chestnut, Louisville, KY",-85.7569645,38.2486646,"320 w chestnut st, louisville, ky 40202, usa"
99,"Den","","4065 Florida Ave","Baton Rouge","LA","(*) - Very popular","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:16am","1968","4065 Florida Ave, Baton Rouge, LA",-91.1485559,30.4513455,"4065 florida blvd, baton rouge, la 70806, usa"
100,"Mirror Room","","3rd & Florida","Baton Rouge","LA","","Bars/Clubs","",NA,"8/19/2019 12:23am","8/22/2019 4:16am","1968","3rd & Florida, Baton Rouge, LA",-95.712891,37.09024,"united states"
101,"Le Cabrie","","206 E Vermilion","Lafayette","LA","","Bars/Clubs","",NA,"8/19/2019 12:26am","8/22/2019 4:16am","1968","206 E Vermilion, Lafayette, LA",-92.017353,30.223955,"206 e vermilion st, lafayette, la 70501, usa"
102,"Ivy Lounge","","316 Pujo","Lake Charles","LA","","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:16am","1968","316 Pujo, Lake Charles, LA",-93.2168064,30.2276782,"316 pujo st, lake charles, la 70601, usa"
103,"My-O-My Club","(Touristy)","1744 Lake Ave","Metarie","LA","(S) - Shows - impersonators or record pantomime acts - often touristy","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:16am","1968","1744 Lake Ave, Metarie, LA",-90.123402,30.0195096,"1744 lake ave, metairie, la 70005, usa"
104,"Canal Baths","","512 Gravier","New Orleans","LA","","Baths","",NA,"8/22/2019 4:07am","8/22/2019 4:14am","1968","512 Gravier, New Orleans, LA",-90.0681388,29.9505628,"512 gravier st, new orleans, la 70130, usa"
105,"Coffee Pot","","714 Peter St","New Orleans","LA","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. ""","Restaurant","",NA,"8/22/2019 4:07am","8/22/2019 4:14am","1968","714 Peter St, New Orleans, LA",-90.0651605,29.9581581,"714 st peter, new orleans, la 70130, usa"
106,"Fatted Calf","","727 St Peter St","New Orleans","LA","""(R) - Restaurant, usually serving dinner. A '*' after this symbol does not necessarily indicate quality of food served, but popularity of the place. "",(M) - Mixed Crowds","Restaurant","",NA,"8/22/2019 4:07am","8/22/2019 4:14am","1968","727 St Peter St, New Orleans, LA",-90.0652338,29.9584878,"727 st peter, new orleans, la 70116, usa"
107,"Finale","(Restaurant upstairs)","1041 Royal","New Orleans","LA","(*) - Very popular","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:16am","1968","1041 Royal, New Orleans, LA",-90.0620684,29.9612335,"1041 royal st, new orleans, la 70116, usa"
108,"Galley House","","542 Chartres St","New Orleans","LA","(*) - Very popular","Bars/Clubs","",NA,"8/22/2019 4:07am","8/22/2019 4:17am","1968","542 Chartres St, New Orleans, LA",-90.0646439,29.9564532,"542 chartres st, new orleans, la 70130, usa"
